"","SMILES","SMILESbeta","EndPt","ReadyBiodeg"
"1101","Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O","Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O","NRB",0
"1102","Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl","Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl","NRB",0
"1103","CC(c1ccccc1)c2ccccc2O","CC(c1ccccc1)c1ccccc1O","NRB",0
"1104","Oc1ccc(cc1)c2ccc(O)cc2","Oc1ccc(-c2ccc(O)cc2)cc1","NRB",0
"1105","Oc1ccccc1c2ccccc2","Oc1ccccc1-c1ccccc1","RB",1
"1106","Cc1cc(Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C","Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1","NRB",0
"1107","Oc1ccccc1CC=C","C=CCc1ccccc1O","RB",1
"1108","OC(=O)c1cc2ccccc2cc1O","O=C(O)c1cc2ccccc2cc1O","NRB",0
"1109","Cc1cc(O)c(C)c(C)c1O","Cc1cc(O)c(C)c(C)c1O","NRB",0
"1110","CC(c1ccccc1)c2cc(C(C)c3ccccc3)c(cc2O)C(C)c4ccccc4","CC(c1ccccc1)c1cc(C(C)c2ccccc2)c(C(C)c2ccccc2)cc1O","NRB",0
"1111","Oc1ccc(cc1)C(=O)c2ccc(O)c(O)c2O","O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O","NRB",0
"1112","CCC(C)c1cccc(C(C)CC)c1O","CCC(C)c1cccc(C(C)CC)c1O","NRB",0
"1113","Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C","Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1","NRB",0
"1114","CC(c1ccccc1)c2ccc(O)cc2","CC(c1ccccc1)c1ccc(O)cc1","NRB",0
"1115","Oc1ccc(cc1)c2ccccc2","Oc1ccc(-c2ccccc2)cc1","NRB",0
"1116","Oc1ccc2ccccc2c1","Oc1ccc2ccccc2c1","RB",1
"1118","CC(C)(c1ccc(O)cc1)c2ccc(O)cc2","CC(C)(c1ccc(O)cc1)c1ccc(O)cc1","NRB",0
"1119","OC(=O)c1ccccc1O","O=C(O)c1ccccc1O","RB",1
"1120","Cc1ccc(C)c(O)c1","Cc1ccc(C)c(O)c1","NRB",0
"1121","Oc1cccc(O)c1","Oc1cccc(O)c1","RB",1
"1122","Cc1ccc(O)c(C)c1","Cc1ccc(O)c(C)c1","RB",1
"1123","O=Cc1cccc(Oc2ccccc2)c1","O=Cc1cccc(Oc2ccccc2)c1","NRB",0
"1124","Oc1c(Cl)cc(Cl)c2ccccc12","Oc1c(Cl)cc(Cl)c2ccccc12","NRB",0
"1125","Oc1cccc2C(=O)c3ccccc3C(=O)c12","O=C1c2ccccc2C(=O)c2c(O)cccc21","NRB",0
"1126","Oc1c(cccc1C2CCCCC2)C3CCCCC3","Oc1c(C2CCCCC2)cccc1C1CCCCC1","NRB",0
"1127","Cc1cc(O)c(cc1Sc2cc(c(O)cc2C)C(C)(C)C)C(C)(C)C","Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C","NRB",0
"1128","CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2","CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1","NRB",0
"1129","CC(C)c1ccc(C)cc1O","Cc1ccc(C(C)C)c(O)c1","NRB",0
"1130","OC(=O)c1cccc(O)c1","O=C(O)c1cccc(O)c1","RB",1
"1131","OC(=O)c1ccc(O)cc1","O=C(O)c1ccc(O)cc1","RB",1
"1132","Oc1cccc(OC(=O)c2ccccc2)c1","O=C(Oc1cccc(O)c1)c1ccccc1","RB",1
"1133","Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3","Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1","NRB",0
"1134","CC(C)(C)c1cc(cc(c1O)C(C)(C)C)c2ccccc2","CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O","NRB",0
"1135","Cc1cccc(Oc2ccccc2)c1","Cc1cccc(Oc2ccccc2)c1","NRB",0
"1136","Oc1ccc(Cl)c(Cl)c1","Oc1ccc(Cl)c(Cl)c1","NRB",0
"1137","Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br","Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br","NRB",0
"1138","Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1Br","Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1Br","NRB",0
"1139","CCC(C)(C)c1ccc(O)c(c1)C(C)(C)CC","CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1","NRB",0
"1140","CC(C)(c1ccccc1)c2ccc(O)cc2","CC(C)(c1ccccc1)c1ccc(O)cc1","NRB",0
"1141","CC(C)(C)c1ccccc1O","CC(C)(C)c1ccccc1O","NRB",0
"1142","COc1ccccc1C(=O)O","COc1ccccc1C(=O)O","RB",1
"1143","Cc1cc(C)c(O)c(c1)C(C)(C)C","Cc1cc(C)c(O)c(C(C)(C)C)c1","NRB",0
"1144","OC(c1ccccc1)c2ccccc2","OC(c1ccccc1)c1ccccc1","RB",1
"1145","CC(C)(C)c1ccc(O)c(c1)C(C)(C)C","CC(C)(C)c1ccc(O)c(C(C)(C)C)c1","NRB",0
"1146","CCC(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C","CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1","NRB",0
"1147","CCc1ccc2C(=O)c3ccccc3C(=O)c2c1","CCc1ccc2c(c1)C(=O)c1ccccc1C2=O","NRB",0
"1148","O=C1c2ccccc2C(=O)c3ccccc13","O=C1c2ccccc2C(=O)c2ccccc21","RB",1
"1149","COc1ccc(O)c(c1)C(C)(C)C","COc1ccc(O)c(C(C)(C)C)c1","NRB",0
"1150","Cc1ncc(CO)c(C=O)c1O","Cc1ncc(CO)c(C=O)c1O","RB",1
"1151","Oc1cc2ccccc2cc1C(=O)Nc3ccccc3","O=C(Nc1ccccc1)c1cc2ccccc2cc1O","NRB",0
"1152","CSc1ccc(O)cc1C","CSc1ccc(O)cc1C","NRB",0
"1153","OC(=O)Cc1cccc2ccccc12","O=C(O)Cc1cccc2ccccc12","NRB",0
"1154","O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3c4ccccc4","O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1-c1ccccc1","NRB",0
"1155","CC(C)COc1ccc2ccccc2c1","CC(C)COc1ccc2ccccc2c1","NRB",0
"1156","Oc1cccc2cccnc12","Oc1cccc2cccnc12","NRB",0
"1157","Clc1cccc2C(=O)c3ccccc3C(=O)c12","O=C1c2ccccc2C(=O)c2c(Cl)cccc21","NRB",0
"1158","Clc1ccc2C(=O)c3ccccc3C(=O)c2c1","O=C1c2ccccc2C(=O)c2cc(Cl)ccc21","NRB",0
"1159","CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl","CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl","NRB",0
"1160","CN(C)c1ccc(cc1)C2(OC(=O)c3cc(ccc23)N(C)C)c4ccc(cc4)N(C)C","CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1","NRB",0
"1161","CCN(CC)c1ccc2c(Oc3cc(ccc3C24OC(=O)c5ccccc45)N(CC)CC)c1","CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21","NRB",0
"1162","CC(C)(C)c1cc(CN2C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C(=O)N(Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C","CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O","NRB",0
"1163","CC1=NN(C(=O)C1)c2ccccc2","CC1=NN(c2ccccc2)C(=O)C1","NRB",0
"1164","CC(Br)C(=O)NC1=C(C)N(C)N(C1=O)c2ccccc2","Cc1c(NC(=O)C(C)Br)c(=O)n(-c2ccccc2)n1C","NRB",0
"1165","CN(C1CCCCC1)c2ccc3c(Oc4cc(C)c(Nc5ccccc5)cc4C36OC(=O)c7ccccc67)c2","Cc1cc2c(cc1Nc1ccccc1)C1(OC(=O)c3ccccc31)c1ccc(N(C)C3CCCCC3)cc1O2","NRB",0
"1166","[O-][N+](=O)c1ccc2[nH]cnc2c1","O=[N+]([O-])c1ccc2[nH]cnc2c1","NRB",0
"1167","O=C1C=CC(=O)N1c2ccc(Cc3ccc(cc3)N4C(=O)C=CC4=O)cc2","O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1","NRB",0
"1168","Cc1ccc(c(O)c1)N(=O)=O","Cc1ccc([N+](=O)[O-])c(O)c1","NRB",0
"1169","Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O","O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O","NRB",0
"1170","CCOc1ccc2NC(C)(C)C=C(C)c2c1","CCOc1ccc2c(c1)C(C)=CC(C)(C)N2","NRB",0
"1171","Nc1nc(N)nc(N)n1","Nc1nc(N)nc(N)n1","NRB",0
"1172","Nc1nc(N)nc(n1)c2ccccc2","Nc1nc(N)nc(-c2ccccc2)n1","NRB",0
"1173","CCNc1nc(Cl)nc(NCC)n1","CCNc1nc(Cl)nc(NCC)n1","NRB",0
"1174","Nc1ccncc1","Nc1ccncc1","NRB",0
"1175","Nc1ccccn1","Nc1ccccn1","NRB",0
"1176","CCNc1nc(Cl)nc(NC(C)C)n1","CCNc1nc(Cl)nc(NC(C)C)n1","NRB",0
"1177","Nc1cccc(N)c1","Nc1cccc(N)c1","NRB",0
"1178","CCNc1nc(NC(C)C)nc(SC)n1","CCNc1nc(NC(C)C)nc(SC)n1","NRB",0
"1179","Nc1n[nH]c(S)n1","Nc1n[nH]c(S)n1","NRB",0
"1180","Nc1cccnc1","Nc1cccnc1","NRB",0
"1181","Nc1ccc(Nc2ccccc2)cc1","Nc1ccc(Nc2ccccc2)cc1","NRB",0
"1182","Nc1cccc2c(N)cccc12","Nc1cccc2c(N)cccc12","NRB",0
"1183","N(c1ccccc1)c2ccc(Nc3ccccc3)cc2","c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1","NRB",0
"1184","COCN(COC)c1nc(nc(n1)N(COC)COC)N(COC)COC","COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1","NRB",0
"1185","N(c1ccc(Nc2ccc3ccccc3c2)cc1)c4ccc5ccccc5c4","c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1","NRB",0
"1186","O(c1ccccc1)c2nc(Oc3ccccc3)nc(Oc4ccccc4)n2","c1ccc(Oc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1","NRB",0
"1187","Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1","O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1","NRB",0
"1188","Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2","Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl","NRB",0
"1189","CC1(C)C2CCC(C2)C1=C","C=C1C2CCC(C2)C1(C)C","NRB",0
"1190","CC(C)(CC(=C)c1ccccc1)c2ccccc2","C=C(CC(C)(C)c1ccccc1)c1ccccc1","NRB",0
"1191","CC1=CCC(CC1)C(C)(C)O","CC1=CCC(C(C)(C)O)CC1","RB",1
"1192","Cl[Si](c1ccccc1)(c2ccccc2)c3ccccc3","Cl[Si](c1ccccc1)(c1ccccc1)c1ccccc1","NRB",0
"1193","Cl[Si](Cl)(c1ccccc1)c2ccccc2","Cl[Si](Cl)(c1ccccc1)c1ccccc1","NRB",0
"1194","O=C(OOC(=O)c1ccccc1)c2ccccc2","O=C(OOC(=O)c1ccccc1)c1ccccc1","RB",1
"1195","Clc1ccc(C(=O)OOC(=O)c2ccc(Cl)cc2Cl)c(Cl)c1","O=C(OOC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl","NRB",0
"1196","O=Nc1ccc(Nc2ccccc2)cc1","O=Nc1ccc(Nc2ccccc2)cc1","NRB",0
"1197","BrC(=C)c1ccccc1","C=C(Br)c1ccccc1","NRB",0
"1198","Clc1ccc(C=C)cc1","C=Cc1ccc(Cl)cc1","NRB",0
"1199","Clc1cccc(C=C)c1","C=Cc1cccc(Cl)c1","NRB",0
"1200","C=Cc1cccc(C=C)c1","C=Cc1cccc(C=C)c1","NRB",0
"1201","ClCc1ccc(C=C)cc1","C=Cc1ccc(CCl)cc1","NRB",0
"1202","Clc1ccccc1C=C","C=Cc1ccccc1Cl","NRB",0
"1203","C[Si](C)(C)N[Si](C)(C)C","C[Si](C)(C)N[Si](C)(C)C","NRB",0
"1204","CNC(=O)CC(=O)C","CNC(=O)CC(C)=O","RB",1
"1205","CNC(=O)C","CNC(C)=O","RB",1
"1206","CCNC(=O)C","CCNC(C)=O","RB",1
"1207","OC(=O)CCCCCCCCCCCCCCC(=O)O","O=C(O)CCCCCCCCCCCCCCC(=O)O","RB",1
"1208","OC(=O)CCCCCCCCCCCCCCCCCCCCC=C","C=CCCCCCCCCCCCCCCCCCCCCC(=O)O","RB",1
"1209","OC(=O)C1CCCCC1C2CCCCC2C(=O)O","O=C(O)C1CCCCC1C1CCCCC1C(=O)O","RB",1
"1210","CCCCCCCC(=O)O","CCCCCCCC(=O)O","RB",1
"1211","CCCCCCCCCC(=O)O","CCCCCCCCCC(=O)O","RB",1
"1212","CCCCCCCCC(=O)O","CCCCCCCCC(=O)O","RB",1
"1213","CCCCCCCCCCC(=O)O","CCCCCCCCCCC(=O)O","RB",1
"1214","NCCCCCCCCCCCC(=O)O","NCCCCCCCCCCCC(=O)O","RB",1
"1215","CCCCCCC(=O)O","CCCCCCC(=O)O","RB",1
"1216","CCCCCC(=O)O","CCCCCC(=O)O","RB",1
"1217","CCCCC(=O)O","CCCCC(=O)O","RB",1
"1218","OC(=O)[C@@H]1CC=CC[C@@H]1C(=O)O","O=C(O)C1CC=CCC1C(=O)O","NRB",0
"1220","CCCC(=O)O","CCCC(=O)O","RB",1
"1221","CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O","CCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O","RB",1
"1222","OCCOC(=O)C=C","C=CC(=O)OCCO","RB",1
"1223","NCCNCCNCCNCCNCCN","NCCNCCNCCNCCNCCN","NRB",0
"1224","NCC1CCCC(CN)C1","NCC1CCCC(CN)C1","NRB",0
"1225","NCc1cccc(CN)c1","NCc1cccc(CN)c1","NRB",0
"1226","C1CCNCC1","C1CCNCC1","RB",1
"1227","CCc1cccc(CC)c1","CCc1cccc(CC)c1","NRB",0
"1228","CCc1cccc(C=C)c1","C=Cc1cccc(CC)c1","NRB",0
"1229","CCc1ccc(cc1)c2ccccc2","CCc1ccc(-c2ccccc2)cc1","NRB",0
"1230","CCc1cccc(c1)c2ccccc2","CCc1cccc(-c2ccccc2)c1","RB",1
"1231","CCc1ccc(cc1)c2cccc(CC)c2","CCc1ccc(-c2cccc(CC)c2)cc1","NRB",0
"1232","CCc1cccc(c1)c2cc(CC)cc(CC)c2","CCc1cccc(-c2cc(CC)cc(CC)c2)c1","NRB",0
"1233","COC(=O)\C=C\C(=O)OC","COC(=O)C=CC(=O)OC","RB",1
"1234","ClCC(=O)OC=C","C=COC(=O)CCl","RB",1
"1235","FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F","FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F","NRB",0
"1237","FC(F)(F)c1cccc(c1)C(F)(F)F","FC(F)(F)c1cccc(C(F)(F)F)c1","NRB",0
"1238","ClCS(=O)(=O)Nc1cc(Cl)c(Cl)c(Cl)c1Oc2cccc(Cl)c2","O=S(=O)(CCl)Nc1cc(Cl)c(Cl)c(Cl)c1Oc1cccc(Cl)c1","NRB",0
"1239","CCC(Oc1ccc(cc1C(C)(C)CC)C(C)(C)CC)C(=O)Nc2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c2","CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1","NRB",0
"1240","O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)c3ccccc13","N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N","NRB",0
"1241","ClC1=C(Cl)C(=O)c2ccccc2C1=O","O=C1C(Cl)=C(Cl)C(=O)c2ccccc21","NRB",0
"1242","Cc1ccc2Nc3cc4C(=O)c5cc(C)ccc5Nc4cc3C(=O)c2c1","Cc1ccc2[nH]c3cc4c(=O)c5cc(C)ccc5[nH]c4cc3c(=O)c2c1","NRB",0
"1243","CC(C)(C)c1ccc2C(=O)c3ccccc3C(=O)c2c1","CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O","NRB",0
"1244","CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOS(=O)(=O)O)cc1","CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOS(=O)(=O)O)cc1","NRB",0
"1245","CO[Si](CCCN=C(N(C)C)N(C)C)(OC)OC","CO[Si](CCCN=C(N(C)C)N(C)C)(OC)OC","NRB",0
"1246","Clc1ccc(OCOCC#CI)cc1","Clc1ccc(OCOCC#CI)cc1","NRB",0
"1247","COc1ccc(OC)c(Cl)c1","COc1ccc(OC)c(Cl)c1","NRB",0
"1248","CC(Br)(CBr)COc1c(Br)cc(Br)cc1Br","CC(Br)(CBr)COc1c(Br)cc(Br)cc1Br","NRB",0
"1249","Oc1cccc(Cl)c1","Oc1cccc(Cl)c1","NRB",0
"1250","CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c2cc(Br)c(OCC(Br)CBr)c(Br)c2","CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1","NRB",0
"1251","Cc1cc(Br)c(Br)c(OCC2CO2)c1","Cc1cc(Br)c(Br)c(OCC2CO2)c1","NRB",0
"1252","Oc1cccc(Br)c1","Oc1cccc(Br)c1","NRB",0
"1253","O=Cc1ccc(C=O)cc1","O=Cc1ccc(C=O)cc1","RB",1
"1254","CC(=O)c1ccc(C)cc1","CC(=O)c1ccc(C)cc1","RB",1
"1255","O=C(c1ccccc1)c2ccccc2","O=C(c1ccccc1)c1ccccc1","NRB",0
"1256","CC(=O)\C=C\c1ccccc1","CC(=O)C=Cc1ccccc1","NRB",0
"1257","O=C(CC(=O)c1ccccc1)c2ccccc2","O=C(CC(=O)c1ccccc1)c1ccccc1","RB",1
"1258","C1CCN2CCCN=C2CC1","C1CCC2=NCCCN2CC1","NRB",0
"1259","CCN1CN(CC)CN(CC)C1","CCN1CN(CC)CN(CC)C1","RB",1
"1260","Nc1cc(ccc1Cl)C(=O)O","Nc1cc(C(=O)O)ccc1Cl","NRB",0
"1261","OC(=O)c1ccc2ccccc2n1","O=C(O)c1ccc2ccccc2n1","RB",1
"1263","CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O","CC1CCC(C(C)C)C(O)C1","NRB",0
"1264","CC1CC(C)(C)CC(C1)(OOC(C)(C)C)OOC(C)(C)C","CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1","NRB",0
"1265","CC(C)OC(=O)C","CC(=O)OC(C)C","RB",1
"1266","Cc1ccnc(C)c1","Cc1ccnc(C)c1","RB",1
"1267","CC(C)CC(C)OC(=O)C","CC(=O)OC(C)CC(C)C","RB",1
"1268","CC(C)COC(=O)C","CC(=O)OCC(C)C","RB",1
"1269","CCCCCCC(=O)C","CCCCCCC(C)=O","RB",1
"1270","CCCCN(CC)C(=O)SCCC","CCCCN(CC)C(=O)SCCC","RB",1
"1271","CCSC(=O)N(CC)C1CCCCC1","CCSC(=O)N(CC)C1CCCCC1","NRB",0
"1272","COc1cc(\C=C\C(=O)O)ccc1O","COc1cc(C=CC(=O)O)ccc1O","RB",1
"1273","Nc1ccccc1C(=O)O","Nc1ccccc1C(=O)O","RB",1
"1274","Oc1ccc(Cl)cc1Cc2ccccc2","Oc1ccc(Cl)cc1Cc1ccccc1","RB",1
"1275","COc1cc(ccc1O)C(=O)O","COc1cc(C(=O)O)ccc1O","RB",1
"1276","CCCCOC(=O)C","CCCCOC(C)=O","RB",1
"1277","Clc1ccccc1c2ccccc2Cl","Clc1ccccc1-c1ccccc1Cl","NRB",0
"1278","Nc1cc(Cl)cc(C(=O)O)c1Cl","Nc1cc(Cl)cc(C(=O)O)c1Cl","NRB",0
"1279","CC(C)Nc1nc(Cl)nc(NC(C)C)n1","CC(C)Nc1nc(Cl)nc(NC(C)C)n1","NRB",0
"1280","OC(=O)CC(=O)O","O=C(O)CC(=O)O","RB",1
"1281","Nc1cccc(N)n1","Nc1cccc(N)n1","NRB",0
"1282","CCCCCCCCCCCCOS(=O)(=O)O","CCCCCCCCCCCCOS(=O)(=O)O","RB",1
"1283","CCCCCCCCCCCCS(=O)(=O)O","CCCCCCCCCCCCS(=O)(=O)O","RB",1
"1284","CN(C)C(=O)Nc1ccc(C)c(Cl)c1","Cc1ccc(NC(=O)N(C)C)cc1Cl","NRB",0
"1285","Oc1c(Br)cc(cc1Br)C#N","N#Cc1cc(Br)c(O)c(Br)c1","RB",1
"1286","CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-]","CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]","NRB",0
"1287","CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1","CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1","NRB",0
"1288","CNC(=O)Oc1ccc(N(C)C)c(C)c1","CNC(=O)Oc1ccc(N(C)C)c(C)c1","RB",1
"1289","Clc1ccc(cc1)c2ccccc2","Clc1ccc(-c2ccccc2)cc1","RB",1
"1290","c1ccc2c(c1)c3cccc4cccc2c34","c1ccc2c(c1)-c1cccc3cccc-2c13","NRB",0
"1291","c1ccc2cc3c(cc2c1)c4cccc5cccc3c45","c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12","NRB",0
"1292","CCC(O)OC(O)CC","CCC(O)OC(O)CC","NRB",0
"1293","CC(C)CCCCCCCO","CC(C)CCCCCCCO","RB",1
"1294","COP(=O)(NC(=O)C)SC","COP(=O)(NC(C)=O)SC","RB",1
"1295","Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl","Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1","NRB",0
"1296","Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br","Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br","NRB",0
"1297","OC(=O)C1CC(C(C1C(=O)O)C(=O)O)C(=O)O","O=C(O)C1CC(C(=O)O)C(C(=O)O)C1C(=O)O","NRB",0
"1298","Nc1cccnc1N","Nc1cccnc1N","NRB",0
"1299","OC(=O)c1cccc(Cl)n1","O=C(O)c1cccc(Cl)n1","NRB",0
"1300","CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]","CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-]","NRB",0
"1301","OC(=O)c1ccnc(c1)C(=O)O","O=C(O)c1ccnc(C(=O)O)c1","RB",1
"1302","COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1","COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1","RB",1
"1303","CC1=C(SCCO1)C(=O)Nc2ccccc2","CC1=C(C(=O)Nc2ccccc2)SCCO1","RB",1
"1304","CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1","CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1","NRB",0
"1305","Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25","Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3","NRB",0
"1307","OC(=O)c1cccnc1","O=C(O)c1cccnc1","RB",1
"1308","CN1C=C(C(=O)C(=C1)c2cccc(c2)C(F)(F)F)c3ccccc3","Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1","NRB",0
"1309","OC(=O)\C=C\c1ccccc1","O=C(O)C=Cc1ccccc1","RB",1
"1311","CCCCCCCCC(=O)C","CCCCCCCCC(C)=O","RB",1
"1312","OC(=O)\C=C\c1ccc(O)cc1","O=C(O)C=Cc1ccc(O)cc1","RB",1
"1313","OS(=O)(=O)c1cccc2C(=O)c3ccccc3C(=O)c12","O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O","NRB",0
"1314","Nc1ccccc1S(=O)(=O)O","Nc1ccccc1S(=O)(=O)O","NRB",0
"1315","CCNc1nc(NC(C)(C)C)nc(SC)n1","CCNc1nc(NC(C)(C)C)nc(SC)n1","NRB",0
"1316","OC(=O)c1cccnc1C(=O)O","O=C(O)c1cccnc1C(=O)O","RB",1
"1317","OC(=O)c1ccccn1","O=C(O)c1ccccn1","RB",1
"1318","Nc1c(Cl)cc(cc1Cl)[N+](=O)[O-]","Nc1c(Cl)cc([N+](=O)[O-])cc1Cl","NRB",0
"1319","OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O","O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1","NRB",0
"1320","OC(=O)c1ccc(O)c(O)c1","O=C(O)c1ccc(O)c(O)c1","RB",1
"1321","CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C","C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C","NRB",0
"1322","Fc1c[nH]c(=O)[nH]c1=O","O=c1[nH]cc(F)c(=O)[nH]1","NRB",0
"1323","c1cc(OCC)cc(O)c1C(O)=O","CCOc1ccc(C(=O)O)c(O)c1","RB",1
"1324","CN(C)CCC=C1c2ccccc2CCc2ccccc12","CN(C)CCC=C1c2ccccc2CCc2ccccc21","NRB",0
"1325","c1cccc(C(N)CONC2C3N(C2=O)C(C(O)=O)C(C)(C)S3)c1","CC1(C)SC2C(NOCC(N)c3ccccc3)C(=O)N2C1C(=O)O","NRB",0
"1326","C1(O)C(O)C(O)C(OP(=O)(NCCCl)NCCCl)OC1CO","O=P(NCCCl)(NCCCl)OC1OC(CO)C(O)C(O)C1O","RB",1
